originalNodeId,canonicalNodeId,name,merged
201002466,201000282,香醋,true
201002948,201000282,香醋,true
201003065,201000282,香醋,true
201003150,201000282,香醋,true
201003343,201000282,香醋,true
201003547,201000282,香醋,true
201004319,201000282,香醋,true
201004963,201000282,香醋,true
201005408,201000282,香醋,true
201005615,201000282,香醋,true
201000936,201000936,马斯卡彭芝士,false
201003798,201003798,马铃薯,false
201003181,201003181,高度白酒,false
201000954,201000954,高筋面粉,false
201004430,201000954,高筋面粉,true
201001126,201001126,魔芋粉,false
201000101,201000101,鱼头,false
201003340,201003340,鱼露,false
201000258,201000258,鲈鱼,false
201003175,201003175,鲜仔鸭肉,false
201000497,201000497,鲜虾,false
201004235,201004235,鲜面条,false
201004767,201004235,鲜面条,true
201003151,201003151,鲜香菇,false
201003889,201003151,鲜香菇,true
201005627,201003151,鲜香菇,true
201003176,201003176,鲜鸭血,false
201004823,201004823,鲣鱼海苔碎,false
201000128,201000128,鲤鱼,false
201000291,201000128,鲤鱼,true
201000457,201000128,鲤鱼,true
201000074,201000074,鲫鱼,false
201000473,201000473,鳊鱼,false
201002822,201002822,鳜鱼,false
201002256,201002256,鸡,false
201002416,201002256,鸡,true
201001832,201001832,鸡全翅,false
201001539,201001539,鸡汤,false
201002674,201002674,鸡爪,false
201003436,201002674,鸡爪,true
201003719,201003719,鸡粉,false
201000111,201000111,鸡精,false
201000418,201000111,鸡精,true
201000439,201000111,鸡精,true
201000782,201000111,鸡精,true
201001600,201000111,鸡精,true
201001616,201000111,鸡精,true
201001658,201000111,鸡精,true
201001766,201000111,鸡精,true
201001875,201000111,鸡精,true
201002063,201000111,鸡精,true
201002338,201000111,鸡精,true
201002470,201000111,鸡精,true
201002493,201000111,鸡精,true
201002581,201000111,鸡精,true
201002787,201000111,鸡精,true
201002904,201000111,鸡精,true
201002944,201000111,鸡精,true
201003055,201000111,鸡精,true
201003126,201000111,鸡精,true
201003146,201000111,鸡精,true
201003186,201000111,鸡精,true
201003380,201000111,鸡精,true
201003450,201000111,鸡精,true
201003542,201000111,鸡精,true
201003635,201000111,鸡精,true
201003893,201000111,鸡精,true
201004165,201000111,鸡精,true
201004415,201000111,鸡精,true
201004577,201000111,鸡精,true
201004755,201000111,鸡精,true
201004772,201000111,鸡精,true
201005117,201000111,鸡精,true
201005409,201000111,鸡精,true
201005458,201000111,鸡精,true
201005545,201000111,鸡精,true
201005579,201000111,鸡精,true
201005637,201000111,鸡精,true
201005660,201000111,鸡精,true
201001484,201001484,鸡翅中,false
201001798,201001484,鸡翅中,true
201003670,201001484,鸡翅中,true
201004679,201004679,鸡肉,false
201002204,201002204,鸡胸肉,false
201004265,201002204,鸡胸肉,true
201002456,201002456,鸡胸脯肉,false
201002123,201002123,鸡腿,false
201002435,201002123,鸡腿,true
201002436,201002123,鸡腿,true
201001686,201001686,鸡腿肉,false
201002576,201001686,鸡腿肉,true
201002648,201001686,鸡腿肉,true
201000006,201000006,鸡蛋,false
201000302,201000006,鸡蛋,true
201000413,201000006,鸡蛋,true
201000520,201000006,鸡蛋,true
201000540,201000006,鸡蛋,true
201000551,201000006,鸡蛋,true
201000577,201000006,鸡蛋,true
201000606,201000006,鸡蛋,true
201000629,201000006,鸡蛋,true
201000647,201000006,鸡蛋,true
201000662,201000006,鸡蛋,true
201000671,201000006,鸡蛋,true
201000688,201000006,鸡蛋,true
201000708,201000006,鸡蛋,true
201000731,201000006,鸡蛋,true
201000745,201000006,鸡蛋,true
201000756,201000006,鸡蛋,true
201000923,201000006,鸡蛋,true
201000957,201000006,鸡蛋,true
201000983,201000006,鸡蛋,true
201001001,201000006,鸡蛋,true
201001032,201000006,鸡蛋,true
201001075,201000006,鸡蛋,true
201001123,201000006,鸡蛋,true
201001620,201000006,鸡蛋,true
201001651,201000006,鸡蛋,true
201001729,201000006,鸡蛋,true
201001921,201000006,鸡蛋,true
201001936,201000006,鸡蛋,true
201002171,201000006,鸡蛋,true
201002182,201000006,鸡蛋,true
201002285,201000006,鸡蛋,true
201002800,201000006,鸡蛋,true
201003141,201000006,鸡蛋,true
201003729,201000006,鸡蛋,true
201003779,201000006,鸡蛋,true
201003846,201000006,鸡蛋,true
201003864,201000006,鸡蛋,true
201003932,201000006,鸡蛋,true
201004029,201000006,鸡蛋,true
201004064,201000006,鸡蛋,true
201004078,201000006,鸡蛋,true
201004100,201000006,鸡蛋,true
201004125,201000006,鸡蛋,true
201004175,201000006,鸡蛋,true
201004198,201000006,鸡蛋,true
201004261,201000006,鸡蛋,true
201004284,201000006,鸡蛋,true
201004344,201000006,鸡蛋,true
201004395,201000006,鸡蛋,true
201004434,201000006,鸡蛋,true
201004449,201000006,鸡蛋,true
201004480,201000006,鸡蛋,true
201004684,201000006,鸡蛋,true
201004734,201000006,鸡蛋,true
201004749,201000006,鸡蛋,true
201004803,201000006,鸡蛋,true
201004957,201000006,鸡蛋,true
201005056,201000006,鸡蛋,true
201005076,201000006,鸡蛋,true
201005183,201000006,鸡蛋,true
201005274,201000006,鸡蛋,true
201005344,201000006,鸡蛋,true
201005472,201000006,鸡蛋,true
201005482,201000006,鸡蛋,true
201005575,201000006,鸡蛋,true
201005585,201000006,鸡蛋,true
